id,City,State,District,Density,Latitude,Longitude,Rating,Number of Reviews,Hospital Name,info
Hospital #0,Anantpur,Andhra Pradesh,Ananthapuramu,219.608,14.696532573816466,77.5845696812239,4.1,229,Columbia Asia Hospital 1,Dr. Gupta (Dermatologist); Dr. Das (Pediatrician); Dr. Iyer (Oncologist); Dr. Nair (Orthopedic); Dr. Roy (Psychiatrist)
Hospital #571,Bangalore,Karnataka,Bangalore Urban,4378.0,13.046756837301396,77.71709100148644,4.0,1135,Artemis Hospital 574,Dr. Mehta (Gastroenterologist); Dr. Gupta (Dermatologist); Dr. Roy (Psychiatrist); Dr. Verma (Neurologist); Dr. Iyer (Oncologist)
Hospital #572,Bangalore,Karnataka,Bangalore Urban,4378.0,12.97940604157257,77.50575444862133,4.0,393,Paras Hospital 575,Dr. Ahuja (Cardiologist); Dr. Nair (Orthopedic); Dr. Iyer (Oncologist); Dr. Reddy (Endocrinologist); Dr. Mehta (Gastroenterologist)
Hospital #573,Bangalore,Karnataka,Bangalore Urban,4378.0,12.9410686686838,77.59187534277692,4.6,4792,BLK Hospital 576,Dr. Gupta (Dermatologist); Dr. Singh (ENT Specialist); Dr. Reddy (Endocrinologist); Dr. Roy (Psychiatrist); Dr. Ahuja (Cardiologist)
Hospital #574,Bangalore,Karnataka,Bangalore Urban,4378.0,12.905889341987582,77.58501369184548,4.7,18633,Primus Hospital 577,Dr. Iyer (Oncologist); Dr. Verma (Neurologist); Dr. Singh (ENT Specialist); Dr. Roy (Psychiatrist); Dr. Gupta (Dermatologist)
Hospital #575,Bangalore,Karnataka,Bangalore Urban,4378.0,12.936139080782176,77.51216646865467,4.6,6052,Aster Hospital 578,Dr. Nair (Orthopedic); Dr. Roy (Psychiatrist); Dr. Mehta (Gastroenterologist); Dr. Verma (Neurologist); Dr. Ahuja (Cardiologist)
Hospital #576,Bangalore,Karnataka,Bangalore Urban,4378.0,12.844232410562988,77.75928543574783,2.4,6,Artemis Hospital 579,Dr. Verma (Neurologist); Dr. Reddy (Endocrinologist); Dr. Singh (ENT Specialist); Dr. Gupta (Dermatologist); Dr. Das (Pediatrician)
Hospital #577,Bangalore,Karnataka,Bangalore Urban,4378.0,12.994767576963888,77.59656518657061,4.2,160,Artemis Hospital 580,Dr. Reddy (Endocrinologist); Dr. Das (Pediatrician); Dr. Iyer (Oncologist); Dr. Mehta (Gastroenterologist); Dr. Verma (Neurologist)
Hospital #578,Bangalore,Karnataka,Bangalore Urban,4378.0,12.881071715451135,77.59264380371474,4.1,450,Aster Hospital 581,Dr. Nair (Orthopedic); Dr. Das (Pediatrician); Dr. Verma (Neurologist); Dr. Gupta (Dermatologist); Dr. Iyer (Oncologist)
Hospital #579,Bangalore,Karnataka,Bangalore Urban,4378.0,12.974714892915207,77.6158194299276,4.0,627,Apollo Hospital 582,Dr. Gupta (Dermatologist); Dr. Iyer (Oncologist); Dr. Singh (ENT Specialist); Dr. Verma (Neurologist); Dr. Roy (Psychiatrist)
Hospital #580,Bangalore,Karnataka,Bangalore Urban,4378.0,12.902886938080226,77.48334801610152,4.0,147,Medanta Hospital 583,Dr. Verma (Neurologist); Dr. Nair (Orthopedic); Dr. Reddy (Endocrinologist); Dr. Ahuja (Cardiologist); Dr. Singh (ENT Specialist)
Hospital #581,Bangalore,Karnataka,Bangalore Urban,4378.0,12.914202597354354,77.58739227571537,3.8,40,Artemis Hospital 584,Dr. Iyer (Oncologist); Dr. Roy (Psychiatrist); Dr. Reddy (Endocrinologist); Dr. Verma (Neurologist); Dr. Singh (ENT Specialist)
Hospital #582,Bangalore,Karnataka,Bangalore Urban,4378.0,13.01670991994558,77.54461523665779,4.6,2863,Aster Hospital 585,Dr. Iyer (Oncologist); Dr. Verma (Neurologist); Dr. Nair (Orthopedic); Dr. Das (Pediatrician); Dr. Ahuja (Cardiologist)
Hospital #583,Bangalore,Karnataka,Bangalore Urban,4378.0,13.100772446494954,77.17696996187136,3.4,29,Paras Hospital 586,Dr. Nair (Orthopedic); Dr. Mehta (Gastroenterologist); Dr. Das (Pediatrician); Dr. Roy (Psychiatrist); Dr. Reddy (Endocrinologist)
Hospital #584,Bangalore,Karnataka,Bangalore Urban,4378.0,13.174487034447791,77.37899246771727,1.8,8,Aster Hospital 587,Dr. Das (Pediatrician); Dr. Nair (Orthopedic); Dr. Mehta (Gastroenterologist); Dr. Reddy (Endocrinologist); Dr. Roy (Psychiatrist)
Hospital #585,Bangalore,Karnataka,Bangalore Urban,4378.0,13.10738275871795,77.60033815273982,4.2,567,Indraprastha Hospital 588,Dr. Das (Pediatrician); Dr. Mehta (Gastroenterologist); Dr. Reddy (Endocrinologist); Dr. Gupta (Dermatologist); Dr. Verma (Neurologist)
Hospital #586,Bangalore,Karnataka,Bangalore Urban,4378.0,13.00045597257516,77.56093670250715,4.3,1967,Saket City Hospital 589,Dr. Ahuja (Cardiologist); Dr. Reddy (Endocrinologist); Dr. Iyer (Oncologist); Dr. Das (Pediatrician); Dr. Gupta (Dermatologist)
Hospital #587,Bangalore,Karnataka,Bangalore Urban,4378.0,12.88032427989511,77.59104115918124,4.7,1184,Manipal Hospital 590,Dr. Gupta (Dermatologist); Dr. Singh (ENT Specialist); Dr. Verma (Neurologist); Dr. Roy (Psychiatrist); Dr. Ahuja (Cardiologist)
Hospital #588,Bangalore,Karnataka,Bangalore Urban,4378.0,13.290130190425891,77.44054001981473,2.5,243,Apollo Hospital 591,Dr. Roy (Psychiatrist); Dr. Singh (ENT Specialist); Dr. Reddy (Endocrinologist); Dr. Nair (Orthopedic); Dr. Das (Pediatrician)
Hospital #589,Bangalore,Karnataka,Bangalore Urban,4378.0,12.981471324119273,77.65096109141852,3.1,320,Narayana Hospital 592,Dr. Nair (Orthopedic); Dr. Verma (Neurologist); Dr. Reddy (Endocrinologist); Dr. Mehta (Gastroenterologist); Dr. Gupta (Dermatologist)
Hospital #590,Bangalore,Karnataka,Bangalore Urban,4378.0,13.014054764317684,77.65459627685779,4.1,2374,Manipal Hospital 593,Dr. Das (Pediatrician); Dr. Reddy (Endocrinologist); Dr. Roy (Psychiatrist); Dr. Ahuja (Cardiologist); Dr. Singh (ENT Specialist)
Hospital #591,Bangalore,Karnataka,Bangalore Urban,4378.0,12.884942938676332,77.2509507981793,3.7,7,Saket City Hospital 594,Dr. Gupta (Dermatologist); Dr. Mehta (Gastroenterologist); Dr. Ahuja (Cardiologist); Dr. Singh (ENT Specialist); Dr. Das (Pediatrician)
Hospital #592,Bangalore,Karnataka,Bangalore Urban,4378.0,13.160907858158756,77.78545724434717,4.0,161,Saket City Hospital 595,Dr. Verma (Neurologist); Dr. Reddy (Endocrinologist); Dr. Mehta (Gastroenterologist); Dr. Singh (ENT Specialist); Dr. Iyer (Oncologist)
Hospital #593,Bangalore,Karnataka,Bangalore Urban,4378.0,12.935006082228892,77.52523049309876,4.1,778,Saket City Hospital 596,Dr. Das (Pediatrician); Dr. Reddy (Endocrinologist); Dr. Iyer (Oncologist); Dr. Mehta (Gastroenterologist); Dr. Verma (Neurologist)
Hospital #594,Bangalore,Karnataka,Bangalore Urban,4378.0,12.963487874610893,77.59812899904522,4.4,323,Manipal Hospital 597,Dr. Singh (ENT Specialist); Dr. Das (Pediatrician); Dr. Iyer (Oncologist); Dr. Mehta (Gastroenterologist); Dr. Verma (Neurologist)
Hospital #595,Bangalore,Karnataka,Bangalore Urban,4378.0,12.882817447474014,77.5238099092259,2.9,99,Columbia Asia Hospital 598,Dr. Ahuja (Cardiologist); Dr. Iyer (Oncologist); Dr. Verma (Neurologist); Dr. Mehta (Gastroenterologist); Dr. Reddy (Endocrinologist)
Hospital #596,Bangalore,Karnataka,Bangalore Urban,4378.0,13.6061875,77.5117429,3.2,115,Medanta Hospital 599,Dr. Verma (Neurologist); Dr. Mehta (Gastroenterologist); Dr. Nair (Orthopedic); Dr. Das (Pediatrician); Dr. Gupta (Dermatologist)
Hospital #597,Bangalore,Karnataka,Bangalore Urban,4378.0,12.919302780393092,77.57895830430616,4.8,7920,Aster Hospital 600,Dr. Roy (Psychiatrist); Dr. Singh (ENT Specialist); Dr. Mehta (Gastroenterologist); Dr. Ahuja (Cardiologist); Dr. Iyer (Oncologist)
Hospital #598,Bangalore,Karnataka,Bangalore Urban,4378.0,13.00196954476299,77.59351337612341,4.5,2109,Primus Hospital 601,Dr. Ahuja (Cardiologist); Dr. Mehta (Gastroenterologist); Dr. Gupta (Dermatologist); Dr. Reddy (Endocrinologist); Dr. Nair (Orthopedic)
Hospital #599,Bangalore,Karnataka,Bangalore Urban,4378.0,12.956747109106292,77.73993642677011,4.6,18995,Wockhardt Hospital 602,Dr. Nair (Orthopedic); Dr. Singh (ENT Specialist); Dr. Gupta (Dermatologist); Dr. Reddy (Endocrinologist); Dr. Iyer (Oncologist)
Hospital #600,Bangalore,Karnataka,Bangalore Urban,4378.0,12.85847279046925,77.53544835845739,4.3,281,Medanta Hospital 603,Dr. Verma (Neurologist); Dr. Gupta (Dermatologist); Dr. Iyer (Oncologist); Dr. Roy (Psychiatrist); Dr. Singh (ENT Specialist)
Hospital #601,Bangalore,Karnataka,Bangalore Urban,4378.0,12.943815099497282,77.57990255874675,4.0,132,BLK Hospital 604,Dr. Gupta (Dermatologist); Dr. Iyer (Oncologist); Dr. Das (Pediatrician); Dr. Mehta (Gastroenterologist); Dr. Nair (Orthopedic)
Hospital #602,Bangalore,Karnataka,Bangalore Urban,4378.0,13.068784206540013,77.62674147391122,4.4,662,Paras Hospital 605,Dr. Nair (Orthopedic); Dr. Mehta (Gastroenterologist); Dr. Iyer (Oncologist); Dr. Reddy (Endocrinologist); Dr. Roy (Psychiatrist)
Hospital #603,Bangalore,Karnataka,Bangalore Urban,4378.0,12.982039927820438,77.61748572097096,4.1,229,Max Hospital 606,Dr. Verma (Neurologist); Dr. Das (Pediatrician); Dr. Roy (Psychiatrist); Dr. Gupta (Dermatologist); Dr. Singh (ENT Specialist)
Hospital #604,Bangalore,Karnataka,Bangalore Urban,4378.0,13.057891555463868,77.57841570600155,4.4,1315,Columbia Asia Hospital 607,Dr. Reddy (Endocrinologist); Dr. Ahuja (Cardiologist); Dr. Nair (Orthopedic); Dr. Singh (ENT Specialist); Dr. Verma (Neurologist)
Hospital #605,Bangalore,Karnataka,Bangalore Urban,4378.0,12.970024663382253,77.5913734463696,4.3,1367,Narayana Hospital 608,Dr. Reddy (Endocrinologist); Dr. Gupta (Dermatologist); Dr. Verma (Neurologist); Dr. Roy (Psychiatrist); Dr. Singh (ENT Specialist)
Hospital #606,Bangalore,Karnataka,Bangalore Urban,4378.0,13.10313048164914,77.67387741055921,4.8,124,Medanta Hospital 609,Dr. Das (Pediatrician); Dr. Mehta (Gastroenterologist); Dr. Reddy (Endocrinologist); Dr. Roy (Psychiatrist); Dr. Ahuja (Cardiologist)
Hospital #607,Bangalore,Karnataka,Bangalore Urban,4378.0,13.14128466659276,77.57335498576317,4.3,283,Wockhardt Hospital 610,Dr. Gupta (Dermatologist); Dr. Reddy (Endocrinologist); Dr. Verma (Neurologist); Dr. Singh (ENT Specialist); Dr. Ahuja (Cardiologist)
Hospital #608,Bangalore,Karnataka,Bangalore Urban,4378.0,12.901903982745672,77.60182655401017,4.2,1759,Primus Hospital 611,Dr. Mehta (Gastroenterologist); Dr. Singh (ENT Specialist); Dr. Das (Pediatrician); Dr. Ahuja (Cardiologist); Dr. Iyer (Oncologist)
Hospital #609,Bangalore,Karnataka,Bangalore Urban,4378.0,12.910838473905166,77.63585215997043,4.5,11764,Fortis Hospital 612,Dr. Das (Pediatrician); Dr. Reddy (Endocrinologist); Dr. Nair (Orthopedic); Dr. Roy (Psychiatrist); Dr. Gupta (Dermatologist)
Hospital #610,Bangalore,Karnataka,Bangalore Urban,4378.0,13.00640857371953,77.55315842126029,4.1,943,Saket City Hospital 613,Dr. Ahuja (Cardiologist); Dr. Roy (Psychiatrist); Dr. Verma (Neurologist); Dr. Nair (Orthopedic); Dr. Iyer (Oncologist)
Hospital #611,Bangalore,Karnataka,Bangalore Urban,4378.0,13.1143881779992,77.54372856883349,3.9,1176,Artemis Hospital 614,Dr. Mehta (Gastroenterologist); Dr. Das (Pediatrician); Dr. Singh (ENT Specialist); Dr. Roy (Psychiatrist); Dr. Ahuja (Cardiologist)
Hospital #612,Bangalore,Karnataka,Bangalore Urban,4378.0,13.107863478109524,77.62891473429013,3.0,57,BLK Hospital 615,Dr. Iyer (Oncologist); Dr. Nair (Orthopedic); Dr. Verma (Neurologist); Dr. Das (Pediatrician); Dr. Reddy (Endocrinologist)
Hospital #613,Bangalore,Karnataka,Bangalore Urban,4378.0,13.01308814114044,77.52111569586584,4.7,1785,Max Hospital 616,Dr. Mehta (Gastroenterologist); Dr. Gupta (Dermatologist); Dr. Ahuja (Cardiologist); Dr. Roy (Psychiatrist); Dr. Reddy (Endocrinologist)
Hospital #614,Bangalore,Karnataka,Bangalore Urban,4378.0,12.922576042344204,77.53954630218468,4.7,5215,Apollo Hospital 617,Dr. Gupta (Dermatologist); Dr. Verma (Neurologist); Dr. Iyer (Oncologist); Dr. Reddy (Endocrinologist); Dr. Nair (Orthopedic)
Hospital #615,Bangalore,Karnataka,Bangalore Urban,4378.0,13.096699856590728,77.57217001786016,4.6,1810,Narayana Hospital 618,Dr. Reddy (Endocrinologist); Dr. Nair (Orthopedic); Dr. Ahuja (Cardiologist); Dr. Das (Pediatrician); Dr. Roy (Psychiatrist)
Hospital #616,Bangalore,Karnataka,Bangalore Urban,4378.0,12.97065537484738,77.59124273261762,3.7,725,Paras Hospital 619,Dr. Iyer (Oncologist); Dr. Verma (Neurologist); Dr. Singh (ENT Specialist); Dr. Reddy (Endocrinologist); Dr. Gupta (Dermatologist)
Hospital #617,Bangalore,Karnataka,Bangalore Urban,4378.0,13.007531620379892,77.50940092747689,4.2,201,Max Hospital 620,Dr. Roy (Psychiatrist); Dr. Iyer (Oncologist); Dr. Gupta (Dermatologist); Dr. Ahuja (Cardiologist); Dr. Reddy (Endocrinologist)
Hospital #618,Bangalore,Karnataka,Bangalore Urban,4378.0,13.034130842503323,77.53672918961644,4.5,4337,Saket City Hospital 621,Dr. Roy (Psychiatrist); Dr. Singh (ENT Specialist); Dr. Das (Pediatrician); Dr. Mehta (Gastroenterologist); Dr. Reddy (Endocrinologist)
Hospital #619,Bangalore,Karnataka,Bangalore Urban,4378.0,13.106888363943575,77.58252498707398,3.6,54,Artemis Hospital 622,Dr. Verma (Neurologist); Dr. Roy (Psychiatrist); Dr. Nair (Orthopedic); Dr. Iyer (Oncologist); Dr. Mehta (Gastroenterologist)
Hospital #620,Bangalore,Karnataka,Bangalore Urban,4378.0,13.111724352061024,77.53528237923315,4.1,175,Columbia Asia Hospital 623,Dr. Iyer (Oncologist); Dr. Das (Pediatrician); Dr. Gupta (Dermatologist); Dr. Ahuja (Cardiologist); Dr. Verma (Neurologist)
Hospital #621,Bangalore,Karnataka,Bangalore Urban,4378.0,13.003438626515376,77.5255203144611,4.2,466,Artemis Hospital 624,Dr. Singh (ENT Specialist); Dr. Iyer (Oncologist); Dr. Nair (Orthopedic); Dr. Das (Pediatrician); Dr. Roy (Psychiatrist)
Hospital #622,Bangalore,Karnataka,Bangalore Urban,4378.0,13.23647435542561,77.57532415013375,4.9,2,Manipal Hospital 625,Dr. Gupta (Dermatologist); Dr. Nair (Orthopedic); Dr. Das (Pediatrician); Dr. Roy (Psychiatrist); Dr. Reddy (Endocrinologist)
Hospital #623,Bangalore,Karnataka,Bangalore Urban,4378.0,13.075908146041565,77.57947555311395,4.4,1208,Artemis Hospital 626,Dr. Das (Pediatrician); Dr. Iyer (Oncologist); Dr. Nair (Orthopedic); Dr. Roy (Psychiatrist); Dr. Gupta (Dermatologist)
Hospital #624,Bangalore,Karnataka,Bangalore Urban,4378.0,12.991685536194698,77.53164672881918,4.3,1141,Manipal Hospital 627,Dr. Mehta (Gastroenterologist); Dr. Reddy (Endocrinologist); Dr. Das (Pediatrician); Dr. Ahuja (Cardiologist); Dr. Nair (Orthopedic)
Hospital #625,Bangalore,Karnataka,Bangalore Urban,4378.0,12.971732349902716,77.53164150900064,4.4,972,BLK Hospital 628,Dr. Gupta (Dermatologist); Dr. Reddy (Endocrinologist); Dr. Roy (Psychiatrist); Dr. Nair (Orthopedic); Dr. Singh (ENT Specialist)
Hospital #626,Bangalore,Karnataka,Bangalore Urban,4378.0,12.876044596879314,77.49950706079221,4.1,1878,Columbia Asia Hospital 629,Dr. Singh (ENT Specialist); Dr. Reddy (Endocrinologist); Dr. Das (Pediatrician); Dr. Verma (Neurologist); Dr. Mehta (Gastroenterologist)
Hospital #627,Bangalore,Karnataka,Bangalore Urban,4378.0,12.864023191387323,77.56950116892168,4.3,458,Paras Hospital 630,Dr. Mehta (Gastroenterologist); Dr. Roy (Psychiatrist); Dr. Verma (Neurologist); Dr. Reddy (Endocrinologist); Dr. Singh (ENT Specialist)
Hospital #628,Bangalore,Karnataka,Bangalore Urban,4378.0,13.299094245688494,77.58676781051778,2.3,103,Global Hospital 631,Dr. Gupta (Dermatologist); Dr. Singh (ENT Specialist); Dr. Verma (Neurologist); Dr. Reddy (Endocrinologist); Dr. Das (Pediatrician)
Hospital #629,Bangalore,Karnataka,Bangalore Urban,4378.0,13.005271459458456,77.51672749675302,3.6,138,Saket City Hospital 632,Dr. Singh (ENT Specialist); Dr. Mehta (Gastroenterologist); Dr. Das (Pediatrician); Dr. Iyer (Oncologist); Dr. Reddy (Endocrinologist)
Hospital #630,Bangalore,Karnataka,Bangalore Urban,4378.0,12.951842726205196,77.564985056222,3.7,803,Manipal Hospital 633,Dr. Roy (Psychiatrist); Dr. Das (Pediatrician); Dr. Mehta (Gastroenterologist); Dr. Verma (Neurologist); Dr. Singh (ENT Specialist)
Hospital #631,Bangalore,Karnataka,Bangalore Urban,4378.0,13.10484677113222,77.63496995510036,4.3,1916,Apollo Hospital 634,Dr. Nair (Orthopedic); Dr. Iyer (Oncologist); Dr. Gupta (Dermatologist); Dr. Reddy (Endocrinologist); Dr. Roy (Psychiatrist)
Hospital #632,Bangalore,Karnataka,Bangalore Urban,4378.0,13.074050496619368,77.52227221380977,3.2,52,Artemis Hospital 635,Dr. Ahuja (Cardiologist); Dr. Das (Pediatrician); Dr. Reddy (Endocrinologist); Dr. Mehta (Gastroenterologist); Dr. Gupta (Dermatologist)
Hospital #633,Bangalore,Karnataka,Bangalore Urban,4378.0,13.141557588761042,77.41768807427127,3.3,100,Artemis Hospital 636,Dr. Mehta (Gastroenterologist); Dr. Verma (Neurologist); Dr. Das (Pediatrician); Dr. Gupta (Dermatologist); Dr. Roy (Psychiatrist)
Hospital #634,Bangalore,Karnataka,Bangalore Urban,4378.0,12.883129897672884,77.5653589576294,3.9,32,Apollo Hospital 637,Dr. Mehta (Gastroenterologist); Dr. Nair (Orthopedic); Dr. Reddy (Endocrinologist); Dr. Roy (Psychiatrist); Dr. Das (Pediatrician)
Hospital #635,Bangalore,Karnataka,Bangalore Urban,4378.0,12.972940424685394,77.46493653265198,3.7,312,Paras Hospital 638,Dr. Nair (Orthopedic); Dr. Das (Pediatrician); Dr. Gupta (Dermatologist); Dr. Verma (Neurologist); Dr. Singh (ENT Specialist)
Hospital #636,Bangalore,Karnataka,Bangalore Urban,4378.0,12.885146677899453,77.56281074131496,4.4,3492,Fortis Hospital 639,Dr. Nair (Orthopedic); Dr. Iyer (Oncologist); Dr. Roy (Psychiatrist); Dr. Singh (ENT Specialist); Dr. Mehta (Gastroenterologist)
Hospital #637,Bangalore,Karnataka,Bangalore Urban,4378.0,13.422217410103922,76.96587446743592,5.0,1,Wockhardt Hospital 640,Dr. Verma (Neurologist); Dr. Reddy (Endocrinologist); Dr. Singh (ENT Specialist); Dr. Mehta (Gastroenterologist); Dr. Roy (Psychiatrist)
Hospital #638,Bangalore,Karnataka,Bangalore Urban,4378.0,13.020456784155908,77.53965773480333,4.5,2018,BLK Hospital 641,Dr. Mehta (Gastroenterologist); Dr. Reddy (Endocrinologist); Dr. Das (Pediatrician); Dr. Nair (Orthopedic); Dr. Roy (Psychiatrist)
Hospital #639,Bangalore,Karnataka,Bangalore Urban,4378.0,13.025107431290015,77.53416028172161,4.0,83,Aster Hospital 642,Dr. Iyer (Oncologist); Dr. Roy (Psychiatrist); Dr. Mehta (Gastroenterologist); Dr. Nair (Orthopedic); Dr. Verma (Neurologist)
Hospital #640,Bangalore,Karnataka,Bangalore Urban,4378.0,13.03028858649864,77.72833149739044,4.7,4761,Wockhardt Hospital 643,Dr. Roy (Psychiatrist); Dr. Gupta (Dermatologist); Dr. Verma (Neurologist); Dr. Mehta (Gastroenterologist); Dr. Nair (Orthopedic)
Hospital #641,Bangalore,Karnataka,Bangalore Urban,4378.0,12.935584113645632,77.55628141124491,3.3,354,Global Hospital 644,Dr. Ahuja (Cardiologist); Dr. Roy (Psychiatrist); Dr. Verma (Neurologist); Dr. Gupta (Dermatologist); Dr. Nair (Orthopedic)
Hospital #642,Bangalore,Karnataka,Bangalore Urban,4378.0,13.003067364301188,77.59067916510429,3.7,608,Narayana Hospital 645,Dr. Gupta (Dermatologist); Dr. Singh (ENT Specialist); Dr. Ahuja (Cardiologist); Dr. Roy (Psychiatrist); Dr. Verma (Neurologist)
Hospital #643,Bangalore,Karnataka,Bangalore Urban,4378.0,12.909734456403983,77.53986321965647,4.2,348,Primus Hospital 646,Dr. Das (Pediatrician); Dr. Verma (Neurologist); Dr. Nair (Orthopedic); Dr. Iyer (Oncologist); Dr. Singh (ENT Specialist)
Hospital #644,Bangalore,Karnataka,Bangalore Urban,4378.0,12.983282855572243,77.51674280400029,4.5,361,Manipal Hospital 647,Dr. Reddy (Endocrinologist); Dr. Iyer (Oncologist); Dr. Nair (Orthopedic); Dr. Singh (ENT Specialist); Dr. Das (Pediatrician)
Hospital #645,Bangalore,Karnataka,Bangalore Urban,4378.0,13.06352103983728,77.61390968927057,3.2,212,Apollo Hospital 648,Dr. Verma (Neurologist); Dr. Das (Pediatrician); Dr. Nair (Orthopedic); Dr. Reddy (Endocrinologist); Dr. Roy (Psychiatrist)
Hospital #646,Bangalore,Karnataka,Bangalore Urban,4378.0,12.81031590959694,77.52103639359397,3.3,78,Wockhardt Hospital 649,Dr. Gupta (Dermatologist); Dr. Ahuja (Cardiologist); Dr. Reddy (Endocrinologist); Dr. Roy (Psychiatrist); Dr. Singh (ENT Specialist)
Hospital #647,Bangalore,Karnataka,Bangalore Urban,4378.0,12.94712566624372,77.47140945742623,4.1,726,Primus Hospital 650,Dr. Das (Pediatrician); Dr. Mehta (Gastroenterologist); Dr. Reddy (Endocrinologist); Dr. Verma (Neurologist); Dr. Roy (Psychiatrist)
Hospital #648,Bangalore,Karnataka,Bangalore Urban,4378.0,13.100134551511374,77.59597775017167,4.0,622,Columbia Asia Hospital 651,Dr. Singh (ENT Specialist); Dr. Roy (Psychiatrist); Dr. Verma (Neurologist); Dr. Reddy (Endocrinologist); Dr. Das (Pediatrician)
Hospital #649,Bangalore,Karnataka,Bangalore Urban,4378.0,13.050231299551069,77.45975267150979,5.0,1,Wockhardt Hospital 652,Dr. Singh (ENT Specialist); Dr. Ahuja (Cardiologist); Dr. Roy (Psychiatrist); Dr. Iyer (Oncologist); Dr. Verma (Neurologist)
Hospital #650,Bangalore,Karnataka,Bangalore Urban,4378.0,12.92275464173397,77.64429634943592,4.1,182,Paras Hospital 653,Dr. Roy (Psychiatrist); Dr. Das (Pediatrician); Dr. Iyer (Oncologist); Dr. Ahuja (Cardiologist); Dr. Verma (Neurologist)
Hospital #651,Bangalore,Karnataka,Bangalore Urban,4378.0,12.943647221411515,77.58509198939475,4.1,229,Manipal Hospital 654,Dr. Ahuja (Cardiologist); Dr. Das (Pediatrician); Dr. Singh (ENT Specialist); Dr. Iyer (Oncologist); Dr. Roy (Psychiatrist)
Hospital #652,Bangalore,Karnataka,Bangalore Urban,4378.0,12.966301949794811,77.57453360705397,4.7,675,Aster Hospital 655,Dr. Singh (ENT Specialist); Dr. Das (Pediatrician); Dr. Roy (Psychiatrist); Dr. Verma (Neurologist); Dr. Reddy (Endocrinologist)
Hospital #653,Bangalore,Karnataka,Bangalore Urban,4378.0,13.028805691447165,77.54797923945392,4.7,11513,Primus Hospital 656,Dr. Roy (Psychiatrist); Dr. Das (Pediatrician); Dr. Reddy (Endocrinologist); Dr. Nair (Orthopedic); Dr. Mehta (Gastroenterologist)
Hospital #654,Bangalore,Karnataka,Bangalore Urban,4378.0,12.92050729078388,77.67865138948342,4.5,570,Columbia Asia Hospital 657,Dr. Nair (Orthopedic); Dr. Reddy (Endocrinologist); Dr. Verma (Neurologist); Dr. Das (Pediatrician); Dr. Gupta (Dermatologist)
Hospital #655,Bangalore,Karnataka,Bangalore Urban,4378.0,13.416770025390225,77.7788969029762,5.0,1,Max Hospital 658,Dr. Roy (Psychiatrist); Dr. Verma (Neurologist); Dr. Ahuja (Cardiologist); Dr. Gupta (Dermatologist); Dr. Reddy (Endocrinologist)
Hospital #656,Bangalore,Karnataka,Bangalore Urban,4378.0,13.01308195749894,77.59458685089746,3.8,92,Saket City Hospital 659,Dr. Gupta (Dermatologist); Dr. Verma (Neurologist); Dr. Das (Pediatrician); Dr. Ahuja (Cardiologist); Dr. Reddy (Endocrinologist)
Hospital #657,Bangalore,Karnataka,Bangalore Urban,4378.0,12.976096745656816,77.41021226213999,3.6,146,Artemis Hospital 660,Dr. Das (Pediatrician); Dr. Ahuja (Cardiologist); Dr. Singh (ENT Specialist); Dr. Mehta (Gastroenterologist); Dr. Reddy (Endocrinologist)
Hospital #658,Bangalore,Karnataka,Bangalore Urban,4378.0,13.119888437135334,77.62572267770796,3.9,79,Wockhardt Hospital 661,Dr. Ahuja (Cardiologist); Dr. Singh (ENT Specialist); Dr. Gupta (Dermatologist); Dr. Mehta (Gastroenterologist); Dr. Das (Pediatrician)
Hospital #659,Bangalore,Karnataka,Bangalore Urban,4378.0,12.709497815101637,77.75256476530511,5.0,3,Max Hospital 662,Dr. Singh (ENT Specialist); Dr. Verma (Neurologist); Dr. Nair (Orthopedic); Dr. Iyer (Oncologist); Dr. Gupta (Dermatologist)
Hospital #660,Bangalore,Karnataka,Bangalore Urban,4378.0,13.13933178102825,77.49829437318878,4.5,98,Manipal Hospital 663,Dr. Roy (Psychiatrist); Dr. Mehta (Gastroenterologist); Dr. Das (Pediatrician); Dr. Nair (Orthopedic); Dr. Gupta (Dermatologist)
Hospital #661,Bangalore,Karnataka,Bangalore Urban,4378.0,12.821968578881162,77.56614800989304,4.1,419,Aster Hospital 664,Dr. Iyer (Oncologist); Dr. Singh (ENT Specialist); Dr. Mehta (Gastroenterologist); Dr. Roy (Psychiatrist); Dr. Reddy (Endocrinologist)
Hospital #662,Bangalore,Karnataka,Bangalore Urban,4378.0,12.959756223256004,77.58747789590501,4.1,1019,Global Hospital 665,Dr. Nair (Orthopedic); Dr. Singh (ENT Specialist); Dr. Mehta (Gastroenterologist); Dr. Iyer (Oncologist); Dr. Gupta (Dermatologist)
Hospital #663,Bangalore,Karnataka,Bangalore Urban,4378.0,12.612641662778003,77.4552808795245,4.4,23,Primus Hospital 666,Dr. Reddy (Endocrinologist); Dr. Mehta (Gastroenterologist); Dr. Nair (Orthopedic); Dr. Roy (Psychiatrist); Dr. Gupta (Dermatologist)
Hospital #664,Bangalore,Karnataka,Bangalore Urban,4378.0,13.248930561329846,77.45155216292432,2.7,71,BLK Hospital 667,Dr. Reddy (Endocrinologist); Dr. Ahuja (Cardiologist); Dr. Iyer (Oncologist); Dr. Verma (Neurologist); Dr. Singh (ENT Specialist)
